STATION,STATION_NAME,DATE,HPCP
COOP:200230,ANN ARBOR U OF MICH MI US,20030619 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030622 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030629 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030629 14:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030701 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20030704 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030704 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030704 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030706 13:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030707 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030707 01:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030707 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030707 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030708 20:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030708 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030710 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030720 23:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030721 00:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030721 03:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030721 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030721 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030721 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030727 16:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 05:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 06:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 07:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 08:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 18:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030801 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030802 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030803 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030804 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030805 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030811 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030812 16:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030812 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030815 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030815 15:00,0.60
COOP:200230,ANN ARBOR U OF MICH MI US,20030821 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030821 22:00,1.00
COOP:200230,ANN ARBOR U OF MICH MI US,20030825 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030826 07:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030826 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030829 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030901 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030915 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030915 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030915 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030919 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 07:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 08:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 10:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 12:00,0.40
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030922 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030924 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030924 19:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20030924 20:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030924 21:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030925 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030926 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030927 00:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20030927 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20030927 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031001 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20031003 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031003 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031004 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 10:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 16:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 17:00,0.40
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 18:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031014 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031015 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031025 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031025 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031025 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031026 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031026 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031028 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031030 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031101 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20031102 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031102 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031102 09:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20031102 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031103 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031104 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031111 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031111 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031111 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031112 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031113 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031116 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031118 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031119 11:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20031122 17:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20031124 04:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20031124 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031124 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031124 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031128 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031128 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031128 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031128 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031201 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20031201 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031210 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031214 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031216 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031218 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031219 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031223 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031223 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031223 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031223 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031223 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031224 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031225 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20031229 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040101 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040101 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040101 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040103 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040104 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040104 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040105 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040112 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040114 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040115 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040118 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040127 08:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040127 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040127 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040128 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040201 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040202 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040203 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040220 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040220 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040221 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040224 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040301 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040301 07:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20040301 09:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20040301 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040302 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040304 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040304 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040304 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040305 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040305 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040305 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040305 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040305 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040307 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040308 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040311 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040316 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040316 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040318 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 06:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 08:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 09:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040320 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040324 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040324 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040324 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040325 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040325 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040326 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040326 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040326 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040326 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040330 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040401 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040403 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040404 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040413 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040421 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040425 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 04:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 06:00,999.99
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040501 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 04:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040502 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040507 03:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040507 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040508 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040509 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040509 20:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040509 21:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040510 00:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040510 01:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040510 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040510 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040510 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040511 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040513 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040513 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040514 15:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040514 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040515 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040517 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040520 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 00:00,0.90
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 14:00,0.90
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 15:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 22:00,0.40
COOP:200230,ANN ARBOR U OF MICH MI US,20040521 23:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040522 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040522 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040523 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040523 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040523 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040524 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040527 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040530 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040530 18:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040530 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040531 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040601 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040602 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040603 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040609 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040610 05:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040610 06:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040610 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040610 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 08:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040611 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040613 20:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040614 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040614 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040616 23:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040617 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040617 06:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040617 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040622 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040701 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040704 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040704 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040707 01:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040707 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040707 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040712 02:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040712 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040712 15:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040714 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040714 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040717 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040718 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040721 22:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040721 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040722 00:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040722 02:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 06:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 08:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040727 23:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040728 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040728 02:00,0.30
COOP:200230,ANN ARBOR U OF MICH MI US,20040728 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040731 02:00,0.80
COOP:200230,ANN ARBOR U OF MICH MI US,20040731 10:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040801 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040803 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 04:00,0.80
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040804 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040818 00:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040820 16:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040821 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040824 13:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040828 05:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040828 06:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040828 07:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040828 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040829 07:00,0.40
COOP:200230,ANN ARBOR U OF MICH MI US,20040829 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040830 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040901 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20040906 21:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20040906 23:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040907 02:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040907 04:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20040907 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041001 01:00,0.00
COOP:200230,ANN ARBOR U OF MICH MI US,20041002 06:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041002 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041008 20:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041009 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041015 09:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041015 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041015 17:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041015 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041016 07:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041016 12:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041018 12:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20041023 14:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041023 18:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041023 19:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041029 01:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041029 03:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041029 10:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20041030 05:00,0.20
COOP:200230,ANN ARBOR U OF MICH MI US,20041030 11:00,0.10
COOP:200230,ANN ARBOR U OF MICH MI US,20041101 01:00,0.00
